"","car_specs","price","mileage","stringAsFactors"
"3462","2016 Acura MDX Elite  360-CAM ROOF LEATH P/GATE","$22,998","125,227 km",FALSE
"3463","2022 Audi Q8 Progressiv 55 TFSI quattro | CPO | New tires","$63,997","62,159 km",FALSE
"3464","2016 Honda Civic EX W/ APPLE CARPLAY & ANDROID AUTO* POWER MOONROOF","$16,480","155,723 km",FALSE
"3465","2016 Kia Optima LX","$5,900","167,481 km",FALSE
"3466","2016 Ford Escape","$15,200","115,260 km",FALSE
"3467","2016 Hyundai Santa Fe Sport AWD 2.0T Limited | Local Vehicle | No Accidents","$16,288","111,017 km",FALSE
"3468","2016 Chevrolet Trax FWD 4dr LS","$12,490","96,495 km",FALSE
"3469","2016 Kia Sorento 2.4L LX CERTIFIED | NEW BRAKES | CLEAN CARFAX | AW","$9,788","168,600 km",FALSE
"3470","2016 Jeep WRANGLER UNLIMITED Willys Wheeler | Available Now","$18,498","191,777 km",FALSE
"3471","2016 GMC Sierra","$23,995","132,502 km",FALSE
"3472","2016 Hyundai Tucson","$13,995","149,020 km",FALSE
"3473","2021 Ram 1500 SportSPORT, CREW, 4X4, HEMI, HEATED SEATS/WHEEL!","$44,912","110,422 km",FALSE
"3474","2016 BMW X3 XDrive28i Front Fog Lights | Dynamic Cruise Contro","$11,555","185,406 km",FALSE
"3475","2016 Honda CR-V EX AWD 1OWNER | DILAWRI CERTIFIED | CLEAN CARFAX","$15,398","188,711 km",FALSE
"3476","2016 Audi A3 1.8T Komfort, LEATHER, MOONROOF, NOACCIDENT, B.SPO","$10,950","165,000 km",FALSE
"3477","2016 Ford Focus SE LOW MILEAGE ALLOYS BLUETOOTH","$10,888","110,000 km",FALSE
"3478","2016 Ford Fusion SE","$5,950","212,840 km",FALSE
"3479","2016 Toyota 4Runner SR5 V6 5A","$33,990","148,232 km",FALSE
"3480","2016 Honda Pilot | No Accidents |","$21,500","149,887 km",FALSE
"3481","2016 Acura ILX Tech Package / One owner","$13,990","176,000 km",FALSE
"3482","2016 Kia Sorento SX LOW KMS | AWD | LOADED | 3RD ROW","$18,688","91,943 km",FALSE
"3483","2021 Ford Explorer ST","$48,995","49,951 km",FALSE
"3484","2016 Hyundai Tucson AWD 1.6L Premium  / ONE OWNER  /LOW KM /","$15,780","90,185 km",FALSE
"3485","2016 Hyundai Santa Fe Sport Limited CLEAN CARFAX | CERTIFIED | AWD | LOW KMS","$17,588","73,419 km",FALSE
"3486","2016 Ford F-150 4WD SuperCrew 145  XLT","$35,000","39,301 km",FALSE
"3487","2016 Jeep Cherokee 4WD 4dr Sport|Clean Carfax|1 Owner|Heated|","$16,500","54,660 km",FALSE
"3488","2016 Toyota RAV4 AWD 4dr Limited|ACC|SUNROOF|DEALER SERVICED|","$21,500","128,800 km",FALSE
"3489","2016 Chevrolet Silverado 1500 High Country | Leather | Nav | Sunroof |","$31,999","145,721 km",FALSE
"3490","2016 Hyundai Tucson Limited","$19,106","80,295 km",FALSE
"3491","2016 Honda Civic Sedan Manuel  CERTIFIED VERY CLEAN WE FINANCE ALL CREDIT","$18,495","99,821 km",FALSE
"3492","2016 Honda Pilot Touring","$28,518","101,347 km",FALSE
"3493","2020 Honda HR-V LX CLEAN CARFAX|ECO MODE|LANE DEPATRURE WARNING|AP","$22,834","73,019 km",FALSE
"3494","2016 Kia Cadenza Tech","$13,106","152,809 km",FALSE
"3495","2016 Ford Explorer 4WD | AS-IS | 7 PASSENGER","$10,500","162,518 km",FALSE
"3496","2016 Mazda Mazda6  GX | Automatic | *AS IS*","$9,888","184,858 km",FALSE
"3497","2016 Porsche Cayenne S E-Hybrid|AWD|NAV|PANOROOF|BEIGELEATHER|BACKCAM|+","$27,995","147,177 km",FALSE
"3498","2016 BMW 3 Series 4dr Sdn 320i xDrive AWD","$23,500","23,211 km",FALSE
"3499","2016 GMC Canyon SLT 4WD V6 CREW CAB-LEATHER-CAM-NAVI-TONNEAU","$17,900","230,000 km",FALSE
"3500","2016 Audi S5 Technik|V6T|QUATTRO|COUPE|NAV|BANGOLUFSEN|LEATHER|","$23,995","113,147 km",FALSE
"3501","2016 Dodge Grand Caravan Sxt Premium Plus I","$13,990","133,070 km",FALSE
"3502","2016 Honda Odyssey EX-L/AUTO/GPS/POWER DOORS/SUNROOF/LEATHER","$18,499","181,477 km",FALSE
"3503","2022 Hyundai Santa Fe Preferred Trend AWD - 4.99% CPO FINANCING","$32,488","57,868 km",FALSE
"3504","2016 Volvo XC60 T5","$12,800","176,534 km",FALSE
"3505","2016 Jeep Cherokee LIMITED AWD  |  POWER LIFTGATE  |  HEATED & VENTIL","$13,888","118,187 km",FALSE
"3506","2016 Toyota Highlander XLE","$22,998","192,237 km",FALSE
"3507","2016 Toyota Venza AS-IS","$9,600","272,960 km",FALSE
"3508","2016 Honda Pilot 4WD 4dr Touring","$19,500","205,980 km",FALSE
"3509","2016 Subaru Legacy Touring / As Traded","$7,500","228,061 km",FALSE
"3510","2016 Honda Civic Sedan LX LOW KMS CARPLAY HEATED SEATS","$13,988","96,230 km",FALSE
"3511","2016 Subaru Forester XT Touring | Leather | Sunroof | Heated Seats |","$19,999","95,890 km",FALSE
"3512","2016 Ram 1500 ST | BRAKE ASSIST | POWER GROUP","$15,988","189,986 km",FALSE
"3513","2016 Lexus RX 350","$28,888","138,398 km",FALSE
"3514","2016 Mazda Mazda3 VdpUrlEn","$13,998","158,209 km",FALSE
"3515","2016 Ram 1500 Sport ***AS-IS*** | CREW | EXHAUST | A/T TIRES |","$17,000","309,559 km",FALSE
"3516","2016 Audi A7 Sportback technik","$25,000","108,000 km",FALSE
"3517","2016 Ford Explorer XLT","$21,988","125,638 km",FALSE
"3518","2016 Audi S3 2.0T Technik BACKUP|NAVI|SUNROOF","$19,890","135,104 km",FALSE
"3519","2016 Volkswagen Jetta Sedan 4dr 1.4 TSI Auto Trendline","$8,985","137,783 km",FALSE
"3520","2016 Mazda CX-3 GS AUTOMATIC | POWER GROUP | MOONROOF","$17,400","70,547 km",FALSE
"3521","2016 Dodge Challenger SRT Hellcat  Leather, Nav, Sunroof, Heated Seats +","$52,988","86,600 km",FALSE
"3522","2016 Toyota Corolla LE Auto - Heated Seats | Bluetooth | Rear Camera |","$19,988","26,000 km",FALSE
"3523","2017 BMW X5 AWD 4dr xDrive50i M SPORT PACKAGE","$36,900","135,270 km",FALSE
"3524","2016 Toyota Camry XSE | Leather/Suede | Sunroof | Nav | Rear Cam | H","$22,988","44,000 km",FALSE
"3525","2016 Nissan Juke SV","$9,344","134,274 km",FALSE
"3526","2016 Jeep Wrangler Sport  **AFTERMARKET WHEELS**","$19,500","129,725 km",FALSE
"3527","2016 Honda HR-V EX  **SUNROOF - 1 OWNER**","$14,998","164,263 km",FALSE
"3528","2016 Mercedes-Benz C-Class C 300 4MATIC  **1 OWNER**","$18,998","110,376 km",FALSE
"3529","2016 Toyota Venza V6 AWD V6 XLE PACKAGE","$15,500","154,000 km",FALSE
"3530","2016 Subaru Outback 3.6R LIMITED PKG-HARMON KARDON AUDIO-NAVIGATION","$13,588","186,307 km",FALSE
"3531","2016 Chevrolet Cruze 2LT","$12,495","100,363 km",FALSE
"3532","2016 Ford Escape SE","$8,995","207,542 km",FALSE
"3533","2019 Nissan Rogue S|CARPLAY|BLINDSPOT|HEATED SEATS|CAMERA","$17,980","60,250 km",FALSE
"3534","2016 Cadillac ATS 2.0L Turbo Luxury Collection","$16,995","131,074 km",FALSE
"3535","2016 Volkswagen Jetta 1.8 TSI Highline","$15,433","102,501 km",FALSE
"3536","2016 Volkswagen Golf GTI GTI Performance | AUTO PARKING | BACKUP CAM | BT |","$21,988","78,493 km",FALSE
"3537","2016 Honda Civic  EXT| CVT| Sunroof| Htd Seats| BTooth| Turbo E","$16,995","160,787 km",FALSE
"3538","2016 Chevrolet Equinox LS","$11,900","202,568 km",FALSE
"3539","2016 Hyundai Santa Fe Sport Premium","$14,495","92,453 km",FALSE
"3540","2016 Toyota Highlander XLE, Leather, Sunroof, ONLY 85226 Kms, Clean Carfa","$29,900","85,199 km",FALSE
"3541","2016 Honda Civic LX LX, Auto","$16,988","75,127 km",FALSE
"3542","2016 Audi A3 Progressiv | BLUETOOTH | HTD LTHR SEATS | KEYLESS","$18,488","85,136 km",FALSE
"3543","2022 Ram 1500 Sport V8 | Level 2 Equip.Grp | Alpine Audio | Nav","$47,452","28,429 km",FALSE
"3544","2016 Hyundai Elantra GT GT|ONE OWNER|CLEAN CARFAX|BLUETOOTH|HEATED SEATS G","$11,888","144,511 km",FALSE
"3545","2016 Subaru BRZ SPORT-TECH|CLEAN CARFAX|AUTO| HEATED SEATS|NAV Spo","$17,488","133,359 km",FALSE
"3546","2016 Hyundai Sonata Limited NAV LEATHER ROOF 1OWNER  WE FINANCE ALL CR","$17,995","136,233 km",FALSE
"3547","2016 Volkswagen Touareg Highline  | Sunroof | Heated Seats","$16,980","184,625 km",FALSE
"3548","2016 Chrysler 200 Limited  Power Seat","$10,980","132,015 km",FALSE
"3549","2016 Toyota Venza 4 CYLINDER - AWD - XLE WITH REDWOOD EDITION","$21,143","112,818 km",FALSE
"3550","2019 Kia Sorento LX 2.4L FWD","$19,999","71,500 km",FALSE
"3551","2016 Hyundai Elantra Limited - Leather - Navigation - Sunroof","$12,245","139,610 km",FALSE
"3552","2017 Jeep Cherokee 4WD 4dr High Altitude","$18,000","195,256 km",FALSE
"3553","2020 Hyundai Tucson PREFERRED AWD |SUN&LEATHER|PANO|BLINDSPOT|CARPLAY","$22,777","79,800 km",FALSE
"3554","2022 Chrysler Grand Caravan SXT 2WD","$33,498","87,156 km",FALSE
"3555","2023 Kia Sportage LX AWD | Lane Assist | Heated Seat | Cruise","$27,529","40,961 km",FALSE
"3556","2023 Dodge Hornet *NO ACCIDENTS*BLUETOOTH*REARVIEW CAMERA*LESS THAN","$32,495","3,012 km",FALSE
"3557","2023 Cadillac XT4 AWD 4dr Sport","$39,888","31,440 km",FALSE
"3558","2024 Lexus NX 350 F-Sport 2 AWD, Heads Up Display, Navi, Pano Roof!","$53,000","53,588 km",FALSE
"3559","2016 Nissan Rogue AWD 4dr SV| RCAM|HSEAT|PANO|ALLOYS|PSEAT","$13,995","112,383 km",FALSE
"3560","2016 Ram 1500 SLT | NEW TIRES | BELOW AVERAGE KM |","$23,355","148,450 km",FALSE
"3561","2016 Subaru Legacy 4dr Sdn CVT 2.5i","$15,995","95,712 km",FALSE
"3562","2016 Kia Soul | Power Group","$11,495","121,211 km",FALSE
"3563","2024 Audi Q5 Komfort 45 TFSI quattro 7sp S Tronic","$49,888","11,059 km",FALSE
"3564","2016 GMC Canyon 4WD Ext Cab 128.3  SLE","$24,888","166,360 km",FALSE
"3565","2016 Lexus IS 350 4dr Sdn AWD","$33,888","42,950 km",FALSE
"3566","2016 Ford Escape 4WD, Auto, 3/Y Warranty avail. Call 416 398 5959.","$8,700","227,000 km",FALSE
"3567","2016 Kia Forte 2.0L EX CERTIFIED | NO ACCIDENTS | WARRANTY","$11,990","121,512 km",FALSE
"3568","2016 Subaru Crosstrek Touring Pkg | BACKUP CAM | BT | HEATED SEATS | KEY","$15,988","135,773 km",FALSE
"3569","2016 Toyota RAV4 LE UPGRADE PKG | INCOMING | LOW COST | BACK-UP CAM","$17,888","117,156 km",FALSE
"3570","2016 Ford Edge Titanium - CANADIAN TOURING PKG W. MOONROOF","$18,585","107,291 km",FALSE
"3571","2016 Buick Enclave AWD 4dr Premium","$20,988","140,354 km",FALSE
"3572","2016 Honda Civic","$15,995","145,138 km",FALSE
"3573","2022 Toyota RAV4 Hybrid LimitedCERTIFIED PRE OWNED | One Owner | To","$48,290","36,928 km",FALSE
"3574","2016 Dodge Grand Caravan SE  FULL STOW N GO  NO ACCIDENTS","$11,577","163,085 km",FALSE
"3575","2016 Lexus RX 450H EXECUTIVE PLUS PACKAGE | CLEAN CARFAX","$31,900","159,709 km",FALSE
"3576","2016 Mitsubishi Outlander ES","$13,999","140,499 km",FALSE
"3577","2016 Mercedes-Benz GLC GLC300 4MATIC 360 CAMERA NO ACCIDENT!","$20,990","114,634 km",FALSE
"3578","2016 Dodge Grand Caravan *** 3 YEAR WARRANTY INCLUDED ***","$9,999","182,008 km",FALSE
"3579","2016 Chevrolet Tahoe 4WD 4dr LT","$12,995","314,665 km",FALSE
"3580","2016 Hyundai Elantra Sport 6 speed manual","$7,995","136,000 km",FALSE
"3581","2016 Hyundai Elantra Sport Appearance | Clean Carfax | Sunroof | Loaded","$11,949","89,000 km",FALSE
"3582","2016 BMW 435i xDrive M","$31,000","97,000 km",FALSE
"3583","2021 Lexus RX 350","$46,995","71,429 km",FALSE
"3584","2016 Porsche Cayman 2dr Cpe GT4","$125,000","28,000 km",FALSE
"3585","2016 Volkswagen Golf R 2.0 TSI AWD / SPORT DESIGN / LEATHER INTERIOR","$22,188","134,196 km",FALSE
"3586","2016 Mazda Mazda6 GT","$16,399","122,123 km",FALSE
"3587","2016 Hyundai Genesis Sedan 3.8 Premium  - Navigation - $120.14 /Wk","$17,417","153,980 km",FALSE
"3588","2016 BMW X3 xDrive28i AS-IS","$16,980","105,540 km",FALSE
"3589","2016 Honda Fit LX 1.5L FWD | HTD SEATS | BU CAM","$15,950","98,917 km",FALSE
"3590","2016 BMW 328 i xDrive 2018 BMW 328 X Dr. push button start sunr","$16,998","161,861 km",FALSE
"3591","2016 Hyundai Accent GL","$9,495","165,963 km",FALSE
"3592","2016 Dodge Journey CVP/SE Plus | LOW KMS | CLEAN CARFAX | POWER OPTIO","$11,988","43,760 km",FALSE
"3593","2020 Nissan Qashqai SL","$23,995","38,800 km",FALSE
"3594","2016 Audi Q5 TECHNIK AWD LEATHER PAN/ROOF NAVI B/SPOT CAMERA","$16,990","127,608 km",FALSE
"3595","2016 Ford Edge Titanium AWD w/ SYNC 3, Panoramic Roof, Rearview C","$21,990","54,984 km",FALSE
"3596","2016 Nissan Murano SL AWD w/ Panoramic Sunroof, Dual Zone A/C, 360 De","$14,990","143,360 km",FALSE
"3597","2016 Porsche Cayenne PREMIUM PLUS PKG | PANO | BOSE","$24,910","124,007 km",FALSE
"3598","2016 Acura RDX AWD / BLACK FRODAY SALE !! / DEALER SERVICED","$22,950","90,984 km",FALSE
"3599","2016 Ram 2500 Laramie Diesel 4X4 Leather Sunroof Only 98000 KMS","$47,988","97,832 km",FALSE
"3600","2016 Chevrolet Tahoe LTZ | Navigation | Back up Camera | Leather |","$27,889","201,389 km",FALSE
"3601","2016 Honda CR-V AWD 5dr EX-L","$15,998","170,100 km",FALSE
"3602","2016 Subaru WRX 4dr Sdn Man","$13,600","188,145 km",FALSE
"3603","2021 Mazda CX-9 Signature Experience Sophisticated Driving","$36,998","45,885 km",FALSE
"3604","2016 Audi TTS 2.0T Quattro S Tronic AWD No Accident Navigation C","$35,795","65,125 km",FALSE
"3605","2016 BMW 640i xDrive M Sport","$35,000","24,000 km",FALSE
"3606","2016 Tesla Model S 90D | DUAL MOTOR | CERTIFIED | 21 WHEELS","$29,995","129,700 km",FALSE
"3607","2016 Acura TLX TECH PKG CERTIFIED *ACURA MAINTAIN* NAVI CAMERA BL","$14,495","184,590 km",FALSE
"3608","2016 Honda Civic w/Honda Sensing | DEALER SERVICED | WARRANTY","$18,990","133,436 km",FALSE
"3609","2016 Ford F-150 XLT ECO BOOST\ 4X4","$16,989","206,568 km",FALSE
"3610","2016 Hyundai Santa Fe Sport Sport HEATED SEATS","$16,795","116,795 km",FALSE
"3611","2016 Fiat 500 Sport","$9,499","119,232 km",FALSE
"3612","2016 Chevrolet Trax LT LT","$10,997","148,302 km",FALSE
"3613","2023 Chrysler Pacifica Touring L","$39,995","52,590 km",FALSE
"3614","2016 Jeep Wrangler SAHARA | 75TH ANNIVERSARY | V6 | 4WD | Certified |","$25,795","150,858 km",FALSE
"3615","2016 Jeep Cherokee North | Back up  Camera | Fog Lights |","$13,888","88,010 km",FALSE
"3616","2016 Acura TLX SH-AWD w/Technology Package No Accident Safety Cer","$13,395","194,590 km",FALSE
"3617","2016 Mercedes-Benz GLE AMG GLE63 S 4MATIC - MASSAGE! 577HP! DTR +","$43,999","108,422 km",FALSE
"3618","2016 Honda Civic EX-T Bluetooth Rev. Cam. Rem. Start. Blnd Spt. Mon","$15,990","167,398 km",FALSE
"3619","2016 Jeep Cherokee North | 4x4 | Navi | Climate Ctrl | Power Liftgate","$12,888","117,671 km",FALSE
"3620","2016 Ram 1500 BIG HORN | QUAD CAB | 4X4 | V8 | BLUE PEARL |","$24,995","118,000 km",FALSE
"3621","2016 Tesla Model X 90D 6 PASSENGER DUAL MOTORS ONE OWNER CERTIFIED","$37,895","129,710 km",FALSE
"3622","2016 Toyota RAV4 LE No Accidents!","$13,995","203,063 km",FALSE
"3623","2023 MINI SE HARDTOP SE- Full Electric/IZEV credit/Lease&Finance Avail","$31,900","3,628 km",FALSE
"3624","2016 Acura ILX A-Spec","$17,980","126,399 km",FALSE
"3625","2016 MINI Cooper Hardtop 3dr HB","$8,480","220,039 km",FALSE
"3626","2016 Honda HR-V CVT LX","$14,980","143,185 km",FALSE
"3627","2016 Kia Rio LX, LOW KMS","$14,480","22,850 km",FALSE
"3628","2016 Nissan Frontier AS TRADED | YOU CERTIFY YOU SAVE !!","$12,499","98,122 km",FALSE
"3629","2016 Jeep Grand Cherokee 4WD 4dr Overland","$15,950","226,000 km",FALSE
"3630","2016 GMC Sierra 1500 Denali *NEW TIRES- GOODYEAR*","$29,995","136,000 km",FALSE
"3631","2016 Rolls-Royce Ghost Series II Sedan","$169,900","66,700 km",FALSE
"3632","2016 Jeep Wrangler Unlimited Sport SOLD AS/IS | CLOTH | 6SP MANUAL |","$17,990","167,489 km",FALSE
"3633","2023 Hyundai Santa Fe Ultimate Calligraphy","$42,995","29,094 km",FALSE
"3634","2016 Chevrolet Camaro 2dr Conv SS w/2SS","$37,800","61,800 km",FALSE
"3635","2016 BMW X5 35I|M-SPORT|NAV|PANOROOF|HUD|B.SPOT|HARMAN KARDON|","$27,888","95,534 km",FALSE
"3636","2016 Ford F-150 4WD SUPER CAB|BACKUP|GREAT CONDITION |PRICE TO SEL","$17,888","205,400 km",FALSE
"3637","2016 Volkswagen CC 4dr Sdn Highline| R-Line Pkg| Clean Carfax| One Ow","$16,900","87,100 km",FALSE
"3638","2016 Subaru Forester ONLY 88,000 KMS | Certified","$17,888","88,000 km",FALSE
"3639","2016 Audi A5 2dr Cpe Auto Progressive S Line","$18,000","119,000 km",FALSE
"3640","2016 Scion FR-S FR-S 2dr Cpe Auto  Pioneer Sound System  Touchscre","$16,995","128,156 km",FALSE
"3641","2016 BMW 428i xDrive CABRIOLET | NAVIGATION | CLEAN CARFAX","$23,950","130,614 km",FALSE
"3642","2016 Volkswagen Golf GTI GTI AUTOBAHN PERFORMANCE | CLEAN CARFAX | DSG","$11,950","195,776 km",FALSE
"3643","2023 Toyota RAV4 Prime SE AWD","$57,912","24,080 km",FALSE
"3644","2016 Ram 1500 QUAD CAB 4X4 HEMI  Spray-in bedliner   Side Assist","$19,995","184,499 km",FALSE
"3645","2016 Cadillac SRX LUXURY-AWD/NAV/LEATHER/PANOROOF/P SEATS/B CAM/P SE","$16,500","131,651 km",FALSE
"3646","2016 Toyota Venza AWD Limited 4 Cylinder Fully Loaded","$13,980","215,494 km",FALSE
"3647","2016 BMW X1 AWD xDrive28i Fully Loaded","$15,980","108,062 km",FALSE
"3648","2016 Toyota Sienna SE 8-Pass/NAVI/CAMERA/LEATHER/ROOF/BLUE TOOTH/LOAD","$17,995","225,187 km",FALSE
"3649","2016 Land Rover Range Rover Sport Td6 HSE DIESEL, Certified","$29,999","73,000 km",FALSE
"3650","2016 Land Rover Range Rover Sport 4WD 4dr V8 SC Dynamic, Certified","$34,988","82,000 km",FALSE
"3651","2016 Lincoln MKX AWD 4dr Select","$11,992","189,000 km",FALSE
"3652","2016 Hyundai Tucson Luxury, AWD, 4dr 2.0L, Certified","$16,888","120,000 km",FALSE
"3653","2021 Cadillac CT4 LUXURY | CT4 | SDN | RWD | I-4 | SILVER |","$35,995","27,496 km",FALSE
"3654","2016 Mercedes-Benz S-Class S-Class 4dr Sedan S 550 4MATIC LWB AMG CHAUFFER PK","$43,950","97,000 km",FALSE
"3655","2016 Honda CR-V AWD 5dr EX | SUNROOF | HEATED SEATS | NO ACCIDENTS","$15,999","177,925 km",FALSE
"3656","2016 Toyota RAV4 Hybrid 4dr XLE HYBRID | HEATED SEATS | SUNROOF","$17,999","186,775 km",FALSE
"3657","2016 Mercedes-Benz C-Class AMG PKG|BURMESTER| NO ACCIDENT","$17,488","151,015 km",FALSE
"3658","2016 Jeep Compass HIGH ALTITUDE 4WD CERTIFIED *FREE ACCIDENT* CAMERA","$10,395","166,410 km",FALSE
"3659","2016 Subaru Forester CVT 2.5i Convenience","$18,580","68,486 km",FALSE
"3660","2016 Dodge Grand Caravan 4dr Wgn Canada Value Package","$11,995","164,889 km",FALSE
"3661","2016 Acura TLX FWD Tech","$14,980","163,064 km",FALSE
"3662","2016 Dodge Grand Caravan Crew, Camera, Pwr Door, Leather, Alloy, *No Accide","$6,488","299,717 km",FALSE
"3663","2023 Honda Accord Apple Carplay | Heated Seats | Rearview Camera","$32,245","33,414 km",FALSE
"3664","2016 Honda Civic CVT EX-T","$17,980","117,200 km",FALSE
"3665","2016 Maserati GranTurismo S|CONVERTIBLE|BOSE|LOW KM'S|ACCIDENT FREE|LOADED","$63,888","29,000 km",FALSE
"3666","2016 Ford Focus HB Titanium","$9,480","158,240 km",FALSE
"3667","2017 Mercedes-Benz AMG GLE 63","$72,995","75,400 km",FALSE
"3668","2017 Toyota RAV4 Hybrid 4dr SE","$30,890","155,200 km",FALSE
"3669","2017 Ram 1500 4WD Crew Cab 140.5  ST, Liner, side steps","$17,980","239,000 km",FALSE
"3670","2021 Mercedes-Benz GLB250 4MATIC - Sport - Premium - Navi - Heated Steering","$40,130","24,106 km",FALSE
"3671","2016 Mitsubishi Lancer ES AWC","$9,695","154,054 km",FALSE
"3672","2019 BMW Z4","$51,998","47,016 km",FALSE
"3673","2020 Toyota Highlander Limited AWD","$36,898","134,902 km",FALSE
"3674","2021 Toyota Sienna XSE HYBRID AWD NO ACCIDENT POWER SIDE DOORS SUNROO","$53,998","94,120 km",FALSE
"3675","2022 Chevrolet Silverado 1500 Custom Trail Boss 2.7L | REMOTE START | 1-OWNER! |","$54,103","58,221 km",FALSE
"3676","2023 Ram 3500 RAM 3500 LARAMIE CREW CAB 4X4 DUALLY -","$87,995","69,336 km",FALSE
"3677","2024 BMW X7 NO LUXURY TAX*MASSAGE DRIVER & PASSENGER SEATS*HEA","$98,975","11,637 km",FALSE
"3678","2024 Audi A4 Progressiv 45 TFSI quattro AWD-Navi| Roof| Digital","$51,858","4,098 km",FALSE
"3679","2017 Isuzu NRR","$39,888","266,421 km",FALSE
"3680","2017 Hyundai Elantra LE | BLUETOOTH | A/C | CERTIFIED !!","$13,995","116,236 km",FALSE
"3681","2017 Honda Civic Sedan  EX sunroof alloys backup camera push start button","$21,900","62,000 km",FALSE
"3682","2017 Kia Forte LX","$9,999","193,119 km",FALSE
"3683","2024 Porsche Cayenne AWD Silver","$109,198","9,275 km",FALSE
"3684","2017 Toyota RAV4 AWD  XLE","$18,995","200,880 km",FALSE
"3685","2017 Ram 1500 4WD Laramie Quad Cab","$22,995","222,315 km",FALSE
"3686","2017 Jaguar XF 35T R-SPORT AWD (NO ACCIDENTS)","$29,995","67,060 km",FALSE
"3687","2017 Toyota RAV4 LE  BACKUP CAMERA HEATED SEATS BLUE TOOTH","$21,900","144,000 km",FALSE
"3688","2017 Nissan Maxima SL,LEATHER,SUNROOF,NAV,BCAMERA,BT,HYD SEATS AND WH","$18,999","88,937 km",FALSE
"3689","2017 Ford Police Interceptor Utility","$10,995","208,734 km",FALSE
"3690","2017 Nissan Sentra 4dr Sdn CVT SV, Sunroof, Back Up Camera","$11,980","173,300 km",FALSE
"3691","2017 Toyota Tacoma 4WD Double Cab TRD Sport","$31,998","167,158 km",FALSE
"3692","2017 Chevrolet Cruze 4dr HB 1.4L LT w/1SC","$9,995","199,000 km",FALSE
"3693","2023 Toyota Tundra SR","$53,594","24,816 km",FALSE
"3694","2017 Honda Civic Hatchback SPORT, TURBO,MANUEL,LOADED, MINT CONDITION","$19,999","108,011 km",FALSE
"3695","2017 Mercedes-Benz GLA 4MATIC, NAVI, PANO ROOF, CAMERA, HEATED SEATS","$21,880","179,792 km",FALSE
"3696","2017 BMW 3 Series 330I XDRIVE, SUNROOF, LEATHER INTERIOR, ALLOYS","$19,880","127,108 km",FALSE
"3697","2017 Dodge Durango AWD 4dr GT","$18,999","198,391 km",FALSE
"3698","2017 Jaguar F-Pace 35t AWD R-Sport AWD R-Sport","$57,000","47,046 km",FALSE
"3699","2017 Ford Fusion |SE|Hybrid|","$15,999","136,000 km",FALSE
"3700","2017 Ford Edge SEL AWD FULLY CERTIFIED WITH FREE WARRANTY","$15,588","154,390 km",FALSE
"3701","2017 Audi A4 4dr Sdn Auto Progressiv quattro","$23,888","105,356 km",FALSE
"3702","2017 Hyundai Sonata GLS 4dr Sdn 2.4L Auto","$13,995","167,450 km",FALSE
"3703","2021 Jeep Wrangler 4xe HIGH ALTITUDE | NAV | HTD SEATS | HARD & SOFT TOP","$37,869","88,726 km",FALSE
"3704","2017 Volkswagen Tiguan 4MOTION  Wolfsburg Edition","$12,995","211,050 km",FALSE
"3705","2017 GMC Sierra 1500 6 cylinder certified","$19,900","179,473 km",FALSE
"3706","2017 Chevrolet Cruze 4dr Sdn 1.4L LT w/1SD","$12,999","108,650 km",FALSE
"3707","2017 Volkswagen Tiguan Comfortline","$14,998","113,000 km",FALSE
"3708","2017 Ram 1500 4WD Quad Cab 140.5  Sport, Power Group","$18,980","283,500 km",FALSE
"3709","2017 Audi Q7 3.0T Technik","$30,995","117,239 km",FALSE
"3710","2017 Chevrolet Trax LT 1.4 L FWD ON-Star Rear-Camera","$13,995","73,629 km",FALSE
"3711","2017 Hyundai Sonata ACCIDENTS FREE/BACKUP CAMERA","$12,995","142,000 km",FALSE
"3712","2017 Ford Fusion Hybrid |S|ONE OWNER|","$14,999","97,283 km",FALSE
"3713","2022 Ford F-150 Lariat 4WD | Heat/Cool Seat | Trailer Assist | Nav","$46,499","84,301 km",FALSE
"3714","2017 Honda Civic Hatchback 5dr CVT LX","$16,995","191,000 km",FALSE
"3715","2017 Honda Civic Sedan 4dr CVT EX-T","$19,999","117,000 km",FALSE
"3716","2017 Toyota Sienna 5dr 7-Pass FWD","$19,900","182,000 km",FALSE
"3717","2017 Mercedes-Benz C-Class 4dr Sdn AMG C 43 4MATIC","$28,995","139,000 km",FALSE
"3718","2017 Toyota Tacoma TRD OFF ROAD 4x4 Access Cab 127.4 in. WB Automatic","$24,888","268,100 km",FALSE
"3719","2017 Ford Escape SE 4WD|CAMERA|SENSORS|H. SEATS|PWR. LIFTGATE","$10,700","195,860 km",FALSE
"3720","2017 Dodge Grand Caravan 4dr Wgn SXT Premium Plus","$9,490","267,000 km",FALSE
"3721","2017 BMW X4 xDrive28i | M-Sport | CarFax Clean","$34,900","54,433 km",FALSE
"3722","2017 Chevrolet Silverado 1500 4WD Crew Cab LT","$19,995","225,980 km",FALSE
"3723","2021 Kia Rio 5-door LX+ | Heated Seats | Parking Camera | Bluetooth","$18,999","85,699 km",FALSE
"3724","2017 Toyota Tacoma Double Cab V6 Auto TRD Sport |ACCIDENT FREE|CERTIF","$38,880","71,610 km",FALSE
"3725","2017 Ford F-150 4WD SuperCab XLT 6.5 Foot Box","$23,998","165,233 km",FALSE
"3726","2017 Hyundai Elantra SPORT, 1.6L TURBO,LEATHER, SUNROOF, LOADED","$17,600","82,924 km",FALSE
